module_display_label,module_type,module_api_name,module_api_name_status,field_label,field_type,api_name,api_name_status,proposed_api_name,disposition,required,help_text,picklist_scope,picklist_values_and_colors,phase,section,notes,source_ids
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Desired Move-In Date,Date,,superseded_by_verified_live_mcp_field,Desired_Move_In_Date,do_not_create,false,Do not create. The standard Requested Move-In Date field (Closing_Date) owns the applicant-requested date.,,,Blocked,Application Intake,Conflicting custom-field proposal retained as audit history; no duplicate field was created.,"MATRIX_2026-07-08,SETUP_SPEC,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Household Size,Number,Household_Size,verified_live_mcp,Household_Size,governed_current,false,Proposed occupants count.,,,Production Reconciled,Household & Requests — Primary Only,Created and read back in production CRM; live required is false. Final live layout section verified on 2026-07-29.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Pets Requested?,Checkbox,Pets_Requested,verified_live_mcp,Pets_Requested,governed_current,false,Applicant requested ordinary pet approval.,,,Production Reconciled,Household & Requests — Primary Only,Confirmed on 2026-07-25. When true an active layout rule shows Requested_Pet_Count and makes it mandatory; the underlying checkbox remains optional. Final live layout section verified on 2026-07-29.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-25,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Requested Pet Count,Number,Requested_Pet_Count,verified_live_mcp,Requested_Pet_Count,governed_current,false,Number of ordinary pets requested. Exclude assistance animals; create specific pet records only after approval.,,,Production Reconciled,Household & Requests — Primary Only,Created and read back on 2026-07-25. The field is optional in metadata; an active conditional layout rule shows it and makes it mandatory when Pets_Requested is true. Final live layout section verified on 2026-07-29.,"LIVE_CRM_MCP_2026-07-25,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Requested Lease Term Months,Number,Requested_Lease_Term_Months,verified_live_mcp,Requested_Lease_Term_Months,governed_current,false,Requested lease term length.,,,Production Reconciled,Property & Requested Terms,Created and read back in production CRM; live required is false. Final live layout section verified on 2026-07-29.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Storage Requested?,Checkbox,Storage_Requested,verified_live_mcp,Storage_Requested,governed_current,false,Applicant requested storage.,,,Production Reconciled,Household & Requests — Primary Only,Confirmed on 2026-07-25. When true an active layout rule shows Requested_Storage_Unit_Count and makes it mandatory; the underlying checkbox remains optional. Final live layout section verified on 2026-07-29.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-25,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Requested Storage Unit Count,Number,Requested_Storage_Unit_Count,verified_live_mcp,Requested_Storage_Unit_Count,governed_current,false,Number of storage units requested. Assign specific storage units later in the approved lease workflow.,,,Production Reconciled,Household & Requests — Primary Only,Created and read back on 2026-07-25. The field is optional in metadata; an active conditional layout rule shows it and makes it mandatory when Storage_Requested is true. Final live layout section verified on 2026-07-29.,"LIVE_CRM_MCP_2026-07-25,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Zillow Application ID,Single Line,Zillow_Application_ID,verified_live_mcp,Zillow_Application_ID,governed_current,false,External Zillow application identifier from the source packet.,,,Production Reconciled,Application Identity & Group,Verified live on 2026-07-29; Administrator and Standard profiles are read-write.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Zillow Application?,Checkbox,,proposed_unverified,Zillow_Application,candidate,false,Checked if application came through Zillow.,,,Required Now,Application Intake,,MATRIX_2026-07-08
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Zillow Reports Available?,Checkbox,,proposed_unverified,Zillow_Reports_Available,candidate,false,Credit/background reports exist in Zillow workflow.,,,Required Now,Application Intake,,MATRIX_2026-07-08
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Zillow Reports URL,URL,,prohibited_current_design,Zillow_Reports_URL,do_not_create,false,Do not create. Public or token-bearing screening-report URLs must remain outside CRM.,,,Blocked,Application Intake,Use governed WorkDrive resource IDs for authorized evidence references; report contents and access-bearing URLs remain outside CRM.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Addenda Required,Multi-Select Pick List,Addenda_Required,verified_live_mcp,Addenda_Required,governed_current,false,Addenda required for the approved packet. Source: application review. Edit: before Lease creation. Required: when applicable. Contracts: copied to Lease controls.,local_module,Lead-Based Paint=#DB2777 | Ordinary Pet=#0F766E | Storage=#7C3AED | Guaranty/Cosigner=#0891B2 | Roommate=#4F46E5 | HOA/Handbook=#65A30D | Other=#EA580C,Production Core,Lease Promotion Snapshot — Primary Only,Live values and colors matched readback; default null and history tracking false. Final live layout section verified on 2026-07-29.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Approved Base Rent,Currency,,blocked_ambiguous,Approved_Base_Rent,blocked_ambiguous,false,Approved base rent remains unresolved because the standard Amount field has an active workflow dependency.,,,Blocked,Decision & Lease Prep,Do not create or map this proposal until the Big Deal Rule dependency and Amount semantics are reconciled.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Approved Lease Commencement Date,Date,Approved_Lease_Commencement_Date,verified_live_mcp,Approved_Lease_Commencement_Date,governed_current,false,First day of the approved lease term. Source: approved application. Edit: before Lease creation. Required: before Lease. Contracts: Lease Commencement Date.,,,Production Core,Lease Promotion Snapshot — Primary Only,API type and tooltip verified; live required is false and mandatory enforcement is not configured by the current MCP. Final live layout section verified on 2026-07-29.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Approved Lease Term End Date,Date,Approved_Lease_Term_End_Date,verified_live_mcp,Approved_Lease_Term_End_Date,governed_current,false,Last day of the approved fixed term. Source: approved application. Edit: before Lease creation. Required: before Lease. Contracts: Lease Term End Date.,,,Production Core,Lease Promotion Snapshot — Primary Only,API type and tooltip verified; live required is false and mandatory enforcement is not configured by the current MCP. Final live layout section verified on 2026-07-29.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Approved Possession Date,Date,Approved_Possession_Date,verified_live_mcp,Approved_Possession_Date,governed_current,false,Approved possession or key-release date. Source: approved application. Edit: before Lease creation. Required: when applicable. Contracts: not directly mapped.,,,Production Core,Lease Promotion Snapshot — Primary Only,API type and tooltip verified by live metadata readback. Final live layout section verified on 2026-07-29.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Approved Security Deposit,Currency,Approved_Security_Deposit,verified_live_mcp,Approved_Security_Deposit,governed_current,false,Security deposit approved for lease preparation. Source: approved application. Edit: before Lease creation. Required: before Lease. Contracts: Lease Security Deposit Amount.,,,Production Core,Lease Promotion Snapshot — Primary Only,Snapshot only; live required is false and Books remains accounting truth. Final live layout section verified on 2026-07-29.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Attorney Review Required?,Checkbox,Attorney_Review_Required,verified_live_mcp,Attorney_Review_Required,governed_current,false,Flags required qualified legal review. Source: authorized review. Edit: authorized users only. Required: no. Contracts: blocks request or sending.,,,Production Core,Lease Promotion Snapshot — Primary Only,API type and tooltip verified; no workflow or conditional enforcement is claimed. Final live layout section verified on 2026-07-29.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Create Lease Ready?,Checkbox,,unsupported_by_current_mcp,Create_Lease_Ready,do_not_create,false,Do not create. Durable Approved Application to Lease creation is not exposed by the current MCP.,,,Blocked,Decision & Lease Prep,No verified reusable Create Lease function or supported custom-function/button creation was found.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Decision,Pick List,Decision,verified_live_mcp,Decision,governed_current,false,Final application decision. Source: approved screening process. Edit: authorized decision only. Required: before closing review. Contracts: not mapped.,local_module,Pending=#D97706 | Approved=#16A34A | Approved with Conditions=#EA580C | Denied=#DC2626 | Withdrawn=#6B7280 | Duplicate=#6B7280 | No Response=#6B7280,Production Core,Screening Summary,Live required is false; values and colors matched readback; default null and history tracking false. Final live layout section verified on 2026-07-29.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Decision Date,Date,Decision_Date,verified_live_mcp,Decision_Date,governed_current,false,Date the application decision was made. Source: approved decision. Edit: authorized correction only. Required: after decision. Contracts: not mapped.,,,Production Core,Screening Summary,API type and tooltip verified; conditional mandatory enforcement is not configured by the current MCP. Final live layout section verified on 2026-07-29.,"MATRIX_2026-07-08,SETUP_SPEC,LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Lease Created?,Checkbox,,superseded_by_verified_live_mcp_field,Lease_Created,do_not_create,false,Do not create. Lease lifecycle state belongs on the separate Leases module.,,,Blocked,Decision & Lease Prep,Historical proposal retained as audit evidence; no duplicate field was created.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Lease Record,Lookup,,superseded_by_verified_live_mcp_field,Lease_Record,do_not_create,false,Do not create. The Leases record owns the reciprocal Rental Application lookup.,,,Blocked,Decision & Lease Prep,Historical proposal retained as audit evidence; no duplicate reciprocal lookup was created.,"MATRIX_2026-07-08,SETUP_SPEC,LIVE_CRM_MCP_2026-07-24"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Nonstandard Terms?,Checkbox,Nonstandard_Terms,verified_live_mcp,Nonstandard_Terms,governed_current,false,Flags approved terms outside the standard package. Source: application review. Edit: before Lease creation. Required: no. Contracts: triggers review control.,,,Production Core,Lease Promotion Snapshot — Primary Only,API type and tooltip verified; no workflow or conditional enforcement is claimed. Final live layout section verified on 2026-07-29.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Nonstandard Terms Notes,Multi-Line,Nonstandard_Terms_Notes,verified_live_mcp,Nonstandard_Terms_Notes,governed_current,false,Explains approved deviations from standard terms. Source: authorized review. Edit: before Lease creation. Required: when Nonstandard Terms is checked. Contracts: review control.,,,Production Core,Lease Promotion Snapshot — Primary Only,Plain-text 2000-character field verified; conditional mandatory enforcement is not configured by the current MCP. Final live layout section verified on 2026-07-29.,"LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Prorated First Month Rent,Currency,,superseded_by_verified_live_mcp_field,Prorated_First_Month_Rent,do_not_create,false,Do not create. Initial-amount snapshots belong on the separate Leases record.,,,Blocked,Decision & Lease Prep,Historical application-level proposal retained as audit evidence.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Total Due Before Occupancy,Currency,,superseded_by_verified_live_mcp_field,Total_Due_Before_Occupancy,do_not_create,false,Do not create. Total Due Before Possession is a Lease snapshot and Books remains accounting truth.,,,Blocked,Decision & Lease Prep,Historical application-level proposal retained as audit evidence.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Internal Review Notes,Multi-Line,,proposed_unverified,Internal_Review_Notes,candidate,false,Internal review notes; do not expose to applicant.,,,Required Now,Integrations,,MATRIX_2026-07-08
Rental Applications,standard_renamed,Deals,verified_standard_zoho,WorkDrive Application Folder URL,URL,WorkDrive_Application_Folder_URL,verified_live_mcp,WorkDrive_Application_Folder_URL,governed_current,false,Internal WorkDrive folder link for the applicant packet.,,,Production Reconciled,Documents & Integrations,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. Store only the governed WorkDrive folder reference; application and report content remains in WorkDrive.","MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,WorkDrive Application Folder Resource ID,Single Line,WorkDrive_Application_Folder_Resource_ID,verified_live_mcp,WorkDrive_Application_Folder_Resource_ID,governed_current,false,Immutable WorkDrive resource identifier for the applicant packet folder.,,,Production Reconciled,Documents & Integrations,"Pre-existing field verified live on 2026-07-29 with maximum length 255; Administrator read-write and Standard hidden. Store only the governed WorkDrive folder reference; application and report content remains in WorkDrive.",LIVE_CRM_MCP_2026-07-29
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Zoho Books Customer ID,Single Line,,superseded_by_verified_live_mcp_field,Zoho_Books_Customer_ID,do_not_create,false,Do not create. Books identifiers belong to later Lease and accounting workflows.,,,Blocked,Integrations,Historical proposal retained as audit evidence.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Zoho Contracts Request ID,Single Line,,superseded_by_verified_live_mcp_field,Zoho_Contracts_Request_ID,do_not_create,false,Do not create. Contract requests originate from the separate Leases module.,,,Blocked,Integrations,Historical proposal retained as audit evidence.,"MATRIX_2026-07-08,SETUP_SPEC,LIVE_CRM_MCP_2026-07-24"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Zoho Creator Application ID,Single Line,Zoho_Creator_Application_ID,verified_live_mcp,Zoho_Creator_Application_ID,governed_current,false,Creator tenant portal/application record ID.,,,Production Reconciled,Documents & Integrations,Created and read back as an optional Single Line field; verified uniqueness is not enabled. Prohibited as the sole upsert/idempotency key until uniqueness normalization collision/duplicate handling and post-write readback are implemented. Final live layout section verified on 2026-07-29.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Adverse Action Sent Date,Date,,proposed_unverified,Adverse_Action_Sent_Date,candidate,false,Date adverse action notice sent.,,,Recommended Now,Screening & Verification,,MATRIX_2026-07-08
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Adverse Action Sent?,Checkbox,,proposed_unverified,Adverse_Action_Sent,candidate,false,Checked when required adverse action notice sent.,,,Recommended Now,Screening & Verification,,"MATRIX_2026-07-08,SETUP_SPEC"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Approval Conditions,Multi-Line,,proposed_unverified,Approval_Conditions,candidate,false,"Conditions for approval, such as cosigner or deposit terms.",,,Recommended Now,Screening & Verification,,MATRIX_2026-07-08
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Background Report Status,Pick List,Background_Report_Status,verified_live_mcp,Background_Report_Status,governed_current,false,Operational status of the background report review.,module_local_live_uncolored,Not Available=UNCOLORED | Received=UNCOLORED | Under Review=UNCOLORED | Reviewed=UNCOLORED | Needs Refresh=UNCOLORED | Not Used=UNCOLORED,Production Reconciled,Screening Summary,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. The -None- platform sentinel is omitted; all live business values have null colors. Report content remains in WorkDrive.","MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Credit Report Status,Pick List,Credit_Report_Status,verified_live_mcp,Credit_Report_Status,governed_current,false,Operational status of the credit report review.,module_local_live_uncolored,Not Available=UNCOLORED | Received=UNCOLORED | Under Review=UNCOLORED | Reviewed=UNCOLORED | Needs Refresh=UNCOLORED | Not Used=UNCOLORED,Production Reconciled,Screening Summary,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. The -None- platform sentinel is omitted; all live business values have null colors. Report content remains in WorkDrive; no report content is stored in CRM.","MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Denial Reason Category,Pick List,,proposed_unverified,Denial_Reason_Category,candidate,false,Use only when denied and consistent with screening/adverse action process.,local_recommended,Income=#2563EB | Credit=#0F766E | Rental History=#4F46E5 | Background=#7C3AED | Occupancy=#0891B2 | Incomplete Application=#DB2777 | Duplicate=#6B7280 | Other=#EA580C,Recommended Now,Screening & Verification,,MATRIX_2026-07-08
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Employment Verification Status,Pick List,Employment_Verification_Status,verified_live_mcp,Employment_Verification_Status,governed_current,false,Operational status of employment verification.,module_local_live_uncolored,Not Started=UNCOLORED | Evidence Received=UNCOLORED | Under Review=UNCOLORED | Verified=UNCOLORED | Needs Follow-Up=UNCOLORED | Unable to Verify=UNCOLORED | Not Applicable=UNCOLORED,Production Reconciled,Verification & Adverse Action,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. The -None- platform sentinel is omitted; all live business values have null colors.","MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Identity Verification Status,Pick List,Identity_Verification_Status,verified_live_mcp,Identity_Verification_Status,governed_current,false,Operational status of identity verification.,module_local_live_uncolored,Not Started=UNCOLORED | Evidence Received=UNCOLORED | Under Review=UNCOLORED | Verified=UNCOLORED | Needs Follow-Up=UNCOLORED | Unable to Verify=UNCOLORED | Not Applicable=UNCOLORED,Production Reconciled,Verification & Adverse Action,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. The -None- platform sentinel is omitted; all live business values have null colors.","MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Income Verification Status,Pick List,Income_Verification_Status,verified_live_mcp,Income_Verification_Status,governed_current,false,Operational status of income verification.,module_local_live_uncolored,Not Started=UNCOLORED | Evidence Received=UNCOLORED | Under Review=UNCOLORED | Verified=UNCOLORED | Needs Follow-Up=UNCOLORED | Unable to Verify=UNCOLORED | Not Applicable=UNCOLORED,Production Reconciled,Verification & Adverse Action,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. The -None- platform sentinel is omitted; all live business values have null colors.","MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Monthly Income Verified,Currency,,proposed_unverified,Monthly_Income_Verified,candidate,false,Verified household monthly income.,,,Recommended Now,Screening & Verification,,MATRIX_2026-07-08
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Prior Landlord Verification Status,Pick List,Prior_Landlord_Verification_Status,verified_live_mcp,Prior_Landlord_Verification_Status,governed_current,false,Operational status of prior-landlord verification.,module_local_live_uncolored,Not Started=UNCOLORED | Evidence Received=UNCOLORED | Under Review=UNCOLORED | Verified=UNCOLORED | Needs Follow-Up=UNCOLORED | Unable to Verify=UNCOLORED | Not Applicable=UNCOLORED,Production Reconciled,Verification & Adverse Action,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. The -None- platform sentinel is omitted; all live business values have null colors.","MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Rent-to-Income Ratio,Percent,,proposed_unverified,Rent_to_Income_Ratio,candidate,false,Rent divided by verified monthly income.,,,Recommended Now,Screening & Verification,Formula if possible.,MATRIX_2026-07-08
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Screening Status,Pick List,Screening_Status,verified_live_mcp,Screening_Status,governed_current,false,Overall operational screening status.,module_local_live_uncolored,Not Started=UNCOLORED | Pending Documents=UNCOLORED | In Review=UNCOLORED | Manual Review Required=UNCOLORED | Complete=UNCOLORED | Waived=UNCOLORED | Not Applicable=UNCOLORED,Production Reconciled,Screening Summary,"Verified live on 2026-07-29; Administrator read-write and Standard hidden. The -None- platform sentinel is omitted; all live business values have null colors. Report content remains in WorkDrive.","MATRIX_2026-07-08,SETUP_SPEC,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Property,Lookup,Account_Name,verified_live_mcp,Account_Name,governed_current,false,Standard Property lookup for the application. Source: application intake. Edit: before decision. Operationally required before approval. Contracts: copied to Lease Property.,,,Production Core,Property & Requested Terms,"Lookup target Accounts; API identity, live label, type, and optional metadata state verified by live readback. Administrator and Standard profiles are read-write. Final live layout section verified on 2026-07-29.","SETUP_SPEC,LIVE_CRM_MCP_2026-07-24,LIVE_CRM_MCP_2026-07-29"
Rental Applications,standard_renamed,Deals,verified_standard_zoho,Application Fee Paid?,Picklist,,not_proposed_unverified,,legacy_setup_candidate,false,Accounting/payment remains in Books/Forms.,global_set,Yes=#2563EB | No=#0F766E | N/A=#6B7280,,Applicant & Unit,Picklist source: Global: GH Yes/No/N/A,SETUP_SPEC
