module_display_label,module_type,module_api_name,module_api_name_status,field_label,field_type,api_name,api_name_status,proposed_api_name,disposition,required,help_text,picklist_scope,picklist_values_and_colors,phase,section,notes,source_ids
Properties,standard_renamed,Accounts,verified_standard_zoho,Known Lead Paint Present?,Pick List,,proposed_unverified,Known_Lead_Paint_Present,candidate,false,Lease disclosure selection for lead-based paint.,local_recommended,Known Present=#2563EB | No Knowledge=#0F766E | Not Applicable=#6B7280,Contract Autofill,HOA / Disclosures,,MATRIX_2026-07-08
Properties,standard_renamed,Accounts,verified_standard_zoho,Lead Records Available?,Pick List,,proposed_unverified,Lead_Records_Available,candidate,false,Lease disclosure selection for available records/reports.,local_recommended,Records Provided=#2563EB | No Records=#0F766E | Not Applicable=#6B7280,Contract Autofill,HOA / Disclosures,,MATRIX_2026-07-08
Properties,standard_renamed,Accounts,verified_standard_zoho,Lead-Based Paint Disclosure Required?,Checkbox,,proposed_unverified,Lead_Based_Paint_Disclosure_Required,candidate,true,Controls whether lead disclosure fields must be completed.,,,Contract Autofill,HOA / Disclosures,,MATRIX_2026-07-08
Properties,standard_renamed,Accounts,verified_standard_zoho,Tenant Handbook URL,URL,,proposed_unverified,Tenant_Handbook_URL,candidate,false,Link to GH Real Estate tenant handbook.,,,Contract Autofill,HOA / Disclosures,,MATRIX_2026-07-08
Properties,standard_renamed,Accounts,verified_standard_zoho,Year Built,Long Integer,,proposed_unverified,Year_Built,candidate,false,Used to determine lead disclosure requirement.,,,Contract Autofill,HOA / Disclosures,,"MATRIX_2026-07-08,SETUP_SPEC"
Properties,standard_renamed,Accounts,verified_standard_zoho,Active on Zillow?,Checkbox,,proposed_unverified,Active_on_Zillow,candidate,false,Checked if property/unit currently listed.,,,Required Now,Integrations,,MATRIX_2026-07-08
Properties,standard_renamed,Accounts,verified_standard_zoho,Default Lease Template Version,Single Line,Default_Lease_Template_Version,verified_live_mcp,Default_Lease_Template_Version,governed_current,false,Template version currently approved for this property.,,,Production Reconciled,Leasing & Integrations,Created and read back in production CRM; live required is false.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24"
Properties,standard_renamed,Accounts,verified_standard_zoho,WorkDrive Property Folder URL,URL,WorkDrive_Property_Folder_URL,verified_live_mcp,WorkDrive_Property_Folder_URL,governed_current,false,Master property folder.,,,Production Reconciled,Leasing & Integrations,Created and read back in production CRM; live required is false.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24"
Properties,standard_renamed,Accounts,verified_standard_zoho,Zillow Listing URL,URL,,proposed_unverified,Zillow_Listing_URL,candidate,false,Active listing URL.,,,Required Now,Integrations,,MATRIX_2026-07-08
Properties,standard_renamed,Accounts,verified_standard_zoho,Zillow Property Key,Single Line,,proposed_unverified,Zillow_Property_Key,candidate,false,Property-level key used by Zillow integration if supplied.,,,Required Now,Integrations,,MATRIX_2026-07-08
Properties,standard_renamed,Accounts,verified_standard_zoho,Zoho Books Property/Class ID,Single Line,,proposed_unverified,Zoho_Books_Property_Class_ID,candidate,false,Optional Books tracking ID if you later use classes/tags.,,,Optional / Admin,Integrations,,MATRIX_2026-07-08
Properties,standard_renamed,Accounts,verified_standard_zoho,Owner / Landlord Legal Name,Single Line,Owner_Landlord_Legal_Name,verified_live_mcp,Owner_Landlord_Legal_Name,governed_current,false,Exact landlord legal name to flow into lease templates.,,,Production Reconciled,Property Identity & Status,Created and read back in production CRM; live required is false.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24"
Properties,standard_renamed,Accounts,verified_standard_zoho,Property Code,Single Line,Property_Code,verified_live_mcp,Property_Code,governed_current,false,"Short stable code used in record names, folders, and lease numbers.",,,Production Reconciled,Property Identity & Status,Created and read back in production CRM as case-insensitive unique; live required is false.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24"
Properties,standard_renamed,Accounts,verified_standard_zoho,Property Image,Image Upload,,proposed_unverified,Property_Image,candidate,false,Optional image for Canvas/list visual identification.,,,Optional / Admin,Property Identity,,MATRIX_2026-07-08
Properties,standard_renamed,Accounts,verified_standard_zoho,Property Name,Single Line / Standard Account Name,Account_Name,verified_live_mcp,Account_Name,governed_current,true,"Legal/property display name used across CRM, portal, and reporting.",,,Production Reconciled,Property Identity,Live module-name field verified; system-mandatory and used as the Lease Property source.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24"
Properties,standard_renamed,Accounts,verified_standard_zoho,Property Manager Name,Single Line,,superseded_by_verified_live_mcp_field,Property_Manager_Name,do_not_create,false,Text value used for documents; keep synced with actual signer/manager.,,,Blocked,Property Identity,Do not create. Reuse verified live `Primary_Contact` for the property-manager name concept.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24"
Properties,standard_renamed,Accounts,verified_standard_zoho,Property Manager User,User,,superseded_by_verified_live_mcp_field,Property_Manager_User,do_not_create,false,Internal CRM user responsible for this property.,,,Blocked,Property Identity,Do not create. Reuse verified live standard `Owner` for the responsible CRM user.,"MATRIX_2026-07-08,LIVE_CRM_MCP_2026-07-24"
Properties,standard_renamed,Accounts,verified_standard_zoho,Property Status,Pick List,Property_Status,verified_live_mcp,Property_Status,governed_current,false,Controls whether the property is available for leasing workflows.,global_live_uncolored,Active=UNCOLORED | Inactive=UNCOLORED | Archived=UNCOLORED,Production Reconciled,Property Identity & Status,Global picklist GH_Lifecycle_Status; exact live values are uncolored; default null and history tracking false.,"MATRIX_2026-07-08,SETUP_SPEC,LIVE_CRM_MCP_2026-07-24"
Properties,standard_renamed,Accounts,verified_standard_zoho,Property Type,Pick List,,superseded_by_verified_live_mcp_field,Property_Type,do_not_create,false,Physical property type.,local_module,Single-Family=#2563EB | Duplex=#0F766E | Triplex=#4F46E5 | Fourplex=#7C3AED | Apartment Building=#0891B2 | Mixed-Use=#DB2777 | Land=#65A30D | Other=#EA580C,Blocked,Property Identity,"Do not create. Reuse verified live standard `Account_Type`, which is associated with the `Property_Type` global picklist.","MATRIX_2026-07-08,SETUP_SPEC,LIVE_CRM_MCP_2026-07-24"
Properties,standard_renamed,Accounts,verified_standard_zoho,Electric Provider,Text,,not_proposed_unverified,,legacy_setup_candidate,false,—,,,,Compliance & Services,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Gas Provider,Text,,not_proposed_unverified,,legacy_setup_candidate,false,—,,,,Compliance & Services,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Insurance Carrier,Text,,not_proposed_unverified,,legacy_setup_candidate,false,—,,,,Compliance & Services,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Insurance Policy Number,Text,,not_proposed_unverified,,legacy_setup_candidate,false,—,,,,Compliance & Services,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Trash Provider,Text,,not_proposed_unverified,,legacy_setup_candidate,false,—,,,,Compliance & Services,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Water Provider,Text,,not_proposed_unverified,,legacy_setup_candidate,false,—,,,,Compliance & Services,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Acquisition Date,Date,,not_proposed_unverified,,legacy_setup_candidate,false,—,,,,Financial Snapshot,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Estimated Current Value,Currency,,not_proposed_unverified,,legacy_setup_candidate,false,Use sparingly; not accounting truth.,,,,Financial Snapshot,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Lender / Servicer,Text,,not_proposed_unverified,,legacy_setup_candidate,false,Store statements in WorkDrive/Books.,,,,Financial Snapshot,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Loan Exists?,Picklist,,not_proposed_unverified,,legacy_setup_candidate,false,Shows loan fields.,global_set,Yes=#2563EB | No=#0F766E | N/A=#6B7280,,Financial Snapshot,Picklist source: Global: GH Yes/No/N/A,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Monthly Debt Service,Currency,,not_proposed_unverified,,legacy_setup_candidate,false,Snapshot only; accounting remains in Books.,,,,Financial Snapshot,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Purchase Price,Currency,,not_proposed_unverified,,legacy_setup_candidate,false,—,,,,Financial Snapshot,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Notes,Multi-Line Text,,not_proposed_unverified,,legacy_setup_candidate,false,Keep short; documents go in WorkDrive.,,,,Links & IDs,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,PM Handoff Folder,URL,,not_proposed_unverified,,legacy_setup_candidate,false,Specific WorkDrive folder for future property manager package.,,,,Links & IDs,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Zoho Sites Tenant Hub URL,URL,,not_proposed_unverified,,legacy_setup_candidate,false,Public/unlisted tenant center page.,,,,Links & IDs,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Legal Description,Multi-Line Text,,not_proposed_unverified,,legacy_setup_candidate,false,Optional; store full legal docs in WorkDrive.,,,,Location & Legal,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Parcel Number,Text,,not_proposed_unverified,,legacy_setup_candidate,false,"Useful for taxes, insurance, city records.",,,,Location & Legal,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Street,Text,,not_proposed_unverified,,legacy_setup_candidate,true,Primary address line.,,,,Location & Legal,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Basement / Common Storage?,Checkbox,,not_proposed_unverified,,legacy_setup_candidate,false,—,,,,Operations,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,HOA Contact Info,Multi-Line Text,,not_proposed_unverified,,legacy_setup_candidate,false,—,,,,Operations,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,HOA Status,Picklist,,not_proposed_unverified,,legacy_setup_candidate,false,Shows HOA section if active.,local_module,No HOA=#2563EB | HOA Active=#16A34A | HOA Unknown=#6B7280 | Not Applicable=#6B7280,,Operations,Picklist source: Local: HOA Status,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Laundry Type,Picklist,,not_proposed_unverified,,legacy_setup_candidate,false,Relevant to your laundry idea.,local_recommended,None=#2563EB | Coin=#0F766E | Card/App=#4F46E5 | Tenant-Owned=#7C3AED | Common Laundry=#0891B2 | Other=#DB2777,,Operations,Picklist source: Local,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Number of Units,Number,,not_proposed_unverified,,legacy_setup_candidate,true,For rent roll summary.,,,,Operations,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Parking Spaces,Number,,not_proposed_unverified,,legacy_setup_candidate,false,—,,,,Operations,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Account Name / Property Name,Standard Text,,not_proposed_unverified,,legacy_setup_candidate,true,Use as the official property record name. Format: Street Address - City State ZIP.,,,,Property Summary,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Management Model,Picklist,,not_proposed_unverified,,legacy_setup_candidate,true,Future PM handoff friendly.,local_module,Self-Managed=#2563EB | Hybrid=#0F766E | Professional Property Manager=#4F46E5 | Archived/Sold=#6B7280,,Property Summary,Picklist source: Local: Management Model,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Ownership Entity,Picklist,,not_proposed_unverified,,legacy_setup_candidate,true,Critical for contracts and reporting.,local_module,"GH Real Estate, LLC=#2563EB | Personal=#0F766E | Other Entity=#4F46E5",,Property Summary,Picklist source: Local: Ownership Entity,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Property Manager / Company,Lookup - Vendors,,not_proposed_unverified,,legacy_setup_candidate,false,Only required when Management Model = Professional Property Manager.,,,,Property Summary,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,Property Record ID,Auto Number,,not_proposed_unverified,,legacy_setup_candidate,false,Optional but useful for future growth.,,,,Property Summary,,SETUP_SPEC
Properties,standard_renamed,Accounts,verified_standard_zoho,WorkDrive Property Folder,URL,,not_proposed_unverified,,legacy_setup_candidate,true,Link to the property folder in WorkDrive.,,,,Property Summary,,SETUP_SPEC
