"Account ID","Account Name","Account Code","Description","Account Type","Account Status","Currency","Parent Account"
"5858793000000000394","Other Charges","4904","Zoho system account for invoice adjustments and miscellaneous positive charges. Leave standalone and do not use for rent or routine tenant-fee items.","Income","Active","USD",""
"5858793000000522677","Pet Deposits","4300.02","Pet deposits retained due to pet-related property damage or lease violations.","Income","Inactive","USD","Other Charges"
"5858793000000522689","Security Deposit","4300.03","Security deposits retained due to unpaid rent, damages, or early termination.","Income","Inactive","USD","Other Charges"
"5858793000000000397","Other Refunds","4905","Zoho refund control account. Normal balance is debit when used as contra-revenue. Use only through the intended refund workflow, keep separate from tenant-deposit refunds, and review or clear unexpected balances.","Income","Active","USD",""
"5858793000000000406","Discounts","4901","Zoho system contra-revenue account for invoice discounts. Normal balance is debit even though Zoho classifies it as Income. Use only through the invoice discount field and review balances at year-end.","Income","Active","USD",""
"5858793000000000409","Exchange Gain Or Loss","8000","Zoho default system account for exchange-rate gains and losses on foreign-currency transactions. Credit balances represent gains and debit balances represent losses. Keep standalone and let Zoho post automatically. Do not use for bank fees, processor fees, or manual balancing.","Expense","Active","USD",""
"5858793000000000415","ZZ – Reserved Zoho Other Expense (Do Not Use)","8099","Zoho system or reserved account. Keep standalone, unmapped from routine items, and ordinarily at zero. Investigate any posting by Account ID before reclassifying it.","Other Expense","Active","USD",""
"5858793000000014001","Shipping Charges","4902","Records freight or shipping charges collected from customers as part of sales transactions.","Income","Active","USD",""
"5858793000000000439","Purchase Adjustments","5900","Zoho control account for transaction-level purchase adjustments entered on bills or vendor credits. Keep standalone and let Zoho workflows post to it. Vendor credits should otherwise reverse the original expense or asset account. Do not use as a routine rental expense.","Expense","Active","USD",""
"5858793000000035001","Employee Advance","1391","Zoho default account for advances made to an employee. Leave at zero unless a documented employee advance exists.","Other Current Asset","Active","USD",""
"5858793000000003001","Opening Balance Adjustments","2400","Zoho migration-control account. Investigate and clear the balance after opening balances are fully entered and reconciled.","Other Current Liability","Active","USD",""
"5858793000000035003","Other Current Liabilities","2200","Parent for obligations expected to be settled in the normal operating cycle. Do not post directly.","Other Current Liability","Active","USD",""
"5858793000000756005","Tenant Deposits Held","2200.03","Single Zoho Retainer Invoice liability for refundable holding, security, and pet deposits. Credit when received; debit when refunded or validly applied. Track tenant, unit, lease, and deposit type in required Retainer custom fields and the deposit subledger.","Other Current Liability","Active","USD","Other Current Liabilities"
"5858793000003701119","Due To Member / Reimbursements Payable","2200.01","Documented GH Real Estate expenses paid personally by the member and owed back by the business.","Other Current Liability","Active","USD","Other Current Liabilities"
"5858793000003701123","Accrued Expenses Payable","2200.02","Material expenses incurred but not yet billed or paid under accrual-basis reporting.","Other Current Liability","Active","USD","Other Current Liabilities"
"5858793000003729013","Current Portion Of Mortgage Payable – 9401 Nieman Road","2200.04","Mortgage principal contractually due within 12 months after the balance-sheet date. Reclassify from 2800.01 at each GAAP reporting date; this is a liability reclassification, not an expense. Normal balance is credit.","Other Current Liability","Active","USD","Other Current Liabilities"
"5858793000000035005","ZZ – Reserved Zoho Expense 02 (Do Not Use)","8096","Zoho system or reserved account. Keep standalone, unmapped from routine items, and ordinarily at zero. Investigate any posting by Account ID before reclassifying it.","Expense","Active","USD",""
"5858793000000045001","Accrued Expenses And Dimension Adjustments","2250","Zoho technical account for dimension and reporting-tag adjustments. Reserve for system use and investigate any balance.","Other Liability","Active","USD",""
"5858793000000000460","ZZ – Reserved Zoho Expense 01 (Do Not Use)","8095","Zoho system or reserved account. Keep standalone, unmapped from routine items, and ordinarily at zero. Investigate any posting by Account ID before reclassifying it.","Expense","Active","USD",""
"5858793000000034001","Inventory Asset","1900","Zoho inventory-control account. GH Real Estate does not ordinarily use inventory accounting; leave at zero and do not record repairs, supplies, or fixed assets here.","Stock","Active","USD",""
"5858793000000034003","Cost Of Goods Sold","6998","Zoho system account for direct inventory costs. GH Real Estate does not ordinarily use inventory costing; leave at zero and do not post property operating costs here.","Cost Of Goods Sold","Active","USD",""
"5858793000000072001","ZZ – Reserved Zoho Expense 03 (Do Not Use)","8097","Zoho system or reserved account. Keep standalone, unmapped from routine items, and ordinarily at zero. Investigate any posting by Account ID before reclassifying it.","Expense","Active","USD",""
"5858793000000096011","GH Real Estate - Savings","1010","Business savings account for operating reserves and planned property expenditures. Reconcile monthly.","Bank","Active","USD",""
"5858793000000096019","GH Real Estate - Checking","1000","Primary operating bank account for rent receipts, mortgage payments, vendor payments, and ordinary property operations. Reconcile monthly.","Bank","Active","USD",""
"5858793000000096027","GH Real Estate - Money Market Savings","1020","Business money-market account for interest-bearing reserves. Reconcile monthly and record earned interest separately.","Bank","Active","USD",""
"5858793000000110079","Cleaning And Maintenance","6020","Schedule E Line 7 top-level parent. Do not post directly; use an applicable child account.","Expense","Active","USD",""
"5858793000000511947","Snow And Ice Removal","6020.04","Plowing, shoveling, salting, and similar winter-property maintenance.","Expense","Active","USD","Cleaning And Maintenance"
"5858793000000511955","Landscaping And Lawn Care","6020.03","Routine mowing, trimming, leaf removal, mulching, and ordinary grounds care.","Expense","Active","USD","Cleaning And Maintenance"
"5858793000000520186","Pest Control","6020.05","Routine extermination and pest-prevention services.","Expense","Active","USD","Cleaning And Maintenance"
"5858793000000520199","Cleaning And Janitorial Services","6020.01","Routine common-area and occupied-unit cleaning services.","Expense","Active","USD","Cleaning And Maintenance"
"5858793000000520207","Preventive HVAC Maintenance","6020.06","Routine HVAC servicing, inspections, filter changes, and preventive care. Excludes repairs and replacements.","Expense","Active","USD","Cleaning And Maintenance"
"5858793000000520223","Laundry Equipment Maintenance","6020.08","Routine servicing and preventive maintenance of shared or in-unit laundry equipment.","Expense","Active","USD","Cleaning And Maintenance"
"5858793000000520252","Gutter, Drainage And Exterior Maintenance","6020.07","Routine gutter cleaning, drainage upkeep, window cleaning, staining, sealing, and similar non-repair maintenance.","Expense","Active","USD","Cleaning And Maintenance"
"5858793000000520872","Vacancy Turnover Cleaning","6020.02","Ordinary deep cleaning between tenant move-out and move-in. Excludes restoration or capital improvement work.","Expense","Active","USD","Cleaning And Maintenance"
"5858793000000524420","Fire And Life-Safety Maintenance","6020.09","Routine extinguisher inspections, alarm servicing, and other recurring safety-maintenance costs.","Expense","Active","USD","Cleaning And Maintenance"
"5858793000000110103","Legal And Professional Fees","6050","Schedule E Line 10 top-level parent. Do not post directly; use an applicable child account.","Expense","Active","USD",""
"5858793000000520425","Legal Fees","6050.01","Attorney and court-related costs for leases, collections, evictions, compliance, disputes, or other rental matters.","Expense","Active","USD","Legal And Professional Fees"
"5858793000000520433","Accounting And Tax Preparation Fees","6050.02","CPA, tax-preparation, and financial-reporting services allocable to rental activity.","Expense","Active","USD","Legal And Professional Fees"
"5858793000000520441","Consulting And Other Professional Fees","6050.04","Professional services that do not fit legal, accounting, bookkeeping, management, or capital-project costs.","Expense","Active","USD","Legal And Professional Fees"
"5858793000000520457","Bookkeeping Services","6050.03","Day-to-day bookkeeping, reconciliation, and accounting support services.","Expense","Active","USD","Legal And Professional Fees"
"5858793000000110109","Management Fees","6060","Schedule E Line 11 top-level parent. Do not post directly; use an applicable child account.","Expense","Active","USD",""
"5858793000000520465","Property Management Fees","6060.01","Fees paid to an outside property manager for routine operation, tenant administration, and oversight.","Expense","Active","USD","Management Fees"
"5858793000000110157","Repairs","6090","Schedule E Line 14 top-level parent. Do not post directly; use an applicable child account.","Expense","Active","USD",""
"5858793000000520537","Plumbing Repairs","6090.03","Repairs to pipes, drains, faucets, toilets, valves, supply lines, and related plumbing.","Expense","Active","USD","Repairs"
"5858793000000520545","Electrical Repairs","6090.04","Repairs to outlets, switches, fixtures, wiring, panels, and other electrical components.","Expense","Active","USD","Repairs"
"5858793000000520553","Appliance Repairs","6090.01","Repairs to refrigerators, ranges, dishwashers, and other appliances. Capital replacements require review.","Expense","Active","USD","Repairs"
"5858793000000520561","General Repairs","6090.09","Ordinary repairs that cannot reasonably be assigned to another repair category. Excludes improvements requiring capitalization.","Expense","Active","USD","Repairs"
"5858793000000520616","Deck, Fence, Railing And Parking Repairs","6090.06","Deductible repairs to decks, fencing, railings, walkways, and parking surfaces.","Expense","Active","USD","Repairs"
"5858793000000520640","Structural Repairs","6090.07","Deductible repairs to framing, foundations, walls, or structural components. Material restorations require capitalization review.","Expense","Active","USD","Repairs"
"5858793000000520648","Roofing, Siding And Exterior Repairs","6090.05","Deductible repairs to roofing, flashing, siding, windows, and exterior building components.","Expense","Active","USD","Repairs"
"5858793000000520664","HVAC And Furnace Repairs","6090.02","Repairs to furnaces, air conditioners, ductwork, thermostats, and related HVAC components.","Expense","Active","USD","Repairs"
"5858793000000520849","Laundry Equipment Repairs","6090.08","Corrective repairs to shared or in-unit washers and dryers.","Expense","Active","USD","Repairs"
"5858793000000110171","Supplies","6100","Schedule E Line 15 top-level parent. Do not post directly; use an applicable child account.","Expense","Active","USD",""
"5858793000000520772","Office And Administrative Supplies","6100.04","Paper, toner, envelopes, keys, labels, and other consumable administrative supplies.
","Expense","Active","USD","Supplies"
"5858793000000520780","Cleaning Supplies","6100.01","Consumable cleaners, disinfectants, gloves, paper products, and janitorial supplies.","Expense","Active","USD","Supplies"
"5858793000000520788","Maintenance Supplies And Consumables","6100.02","Consumable cleaners, disinfectants, gloves, paper products, and janitorial supplies.","Expense","Active","USD","Supplies"
"5858793000003706477","Small Tools And Hardware","6100.03","Low-cost tools and hardware below the adopted capitalization threshold.","Expense","Active","USD","Supplies"
"5858793000000206017","Zoho Payments Clearing","1400","Temporary account for Zoho Payments receipts awaiting settlement. Reconcile gross payments, fees, refunds, and bank deposits.","Payment Clearing","Active","USD",""
"5858793000000421003","Cash Refunds","1120","Zoho cash-refund control account. Use only when a cash refund workflow requires it; otherwise issue refunds from the actual GH bank account. Do not use for security-deposit expense or income. Reconcile to zero.","Cash","Active","USD",""
"5858793000000435013","Personal Credit Card – Owner","2100","Balance due on the owner's business credit card used for property-related expenses.","Credit Card","Active","USD",""
"5858793000000435023","Owner - Savings","","","Bank","Active","USD",""
"5858793000000435033","Owner - Checking","","","Bank","Active","USD",""
"5858793000000435209","Sylvara.ai - Checking","","","Bank","Inactive","USD",""
"5858793000000510969","Insurance","6040","Schedule E Line 9 top-level parent. Do not post directly; use an applicable child account.","Expense","Active","USD",""
"5858793000000520377","Liability And Umbrella Insurance","6040.02","Premiums for general liability and umbrella coverage related to rental operations.","Expense","Active","USD","Insurance"
"5858793000000520409","Rent Loss Insurance","6040.03","Premiums for coverage of qualifying lost rental income following a covered event.","Expense","Active","USD","Insurance"
"5858793000000832013","Mortgage Insurance","6040.04","Mortgage insurance premiums separately charged in connection with rental-property financing.","Expense","Active","USD","Insurance"
"5858793000000832025","Property And Hazard Insurance","6040.01","Premiums for property, casualty, and hazard coverage on rental property.","Expense","Active","USD","Insurance"
"5858793000000511041","Taxes","6110","Schedule E Line 16 top-level parent. Do not post directly; use an applicable child account.","Expense","Active","USD",""
"5858793000000520820","State And Local Business Taxes","6110.02","Deductible state or local business taxes other than property tax. Excludes owner income taxes and government penalties.","Expense","Active","USD","Taxes"
"5858793000000832019","Property Taxes - 9401 Nieman Road","6110.01","Real-estate taxes assessed on 9401 Nieman Road, including amounts paid by the mortgage servicer from escrow.","Expense","Active","USD","Taxes"
"5858793000000511508","Auto And Travel","6010","Business-related vehicle use and travel expenses.","Expense","Active","USD",""
"5858793000000032023","Airfare, Lodging, Car Rental and Ground Transportation","6010.03","Necessary travel costs incurred away from the normal business area for rental-property purposes.","Expense","Active","USD","Auto And Travel"
"5858793000000511602","Business Mileage","6010.01","Substantiated rental-business mileage using the approved reimbursement or tax rate. Do not duplicate actual vehicle costs.","Expense","Active","USD","Auto And Travel"
"5858793000000511610","Business Travel Meals","6010.04","Properly substantiated meals incurred during qualifying rental-business travel. Tax deductibility may be limited.","Expense","Active","USD","Auto And Travel"
"5858793000000520064","Parking And Tolls","6010.02","Parking and toll costs incurred for documented rental-property business travel.","Expense","Active","USD","Auto And Travel"
"5858793000000511623","Mortgage Interest","6070","Schedule E Line 12 top-level parent. Do not post directly; use an applicable child account.","Expense","Active","USD",""
"5858793000000511644","Mortgage Interest - 9401 Nieman Road","6070.01","Interest portion of mortgage payments for 9401 Nieman Road. Excludes principal, escrow funding, and late charges.","Expense","Active","USD","Mortgage Interest"
"5858793000000511862","Other Interest","6080","Schedule E Line 13 top-level parent. Do not post directly; use an applicable child account.","Expense","Active","USD",""
"5858793000000520494","Credit Card Interest","6080.01","Finance charges on a GH Real Estate credit-card balance.","Expense","Active","USD","Other Interest"
"5858793000000520502","Other Loan Interest","6080.02","Interest on member, related-party, line-of-credit, or other non-mortgage business debt.","Expense","Active","USD","Other Interest"
"5858793000000520105","Advertising","6000","Schedule E Line 5 top-level parent. Do not post directly; use an applicable child account.","Expense","Active","USD",""
"5858793000000520121","Online Advertising And Rental Listings","6000.01","Zillow and other online listing or paid advertising costs used to market available units.","Expense","Active","USD","Advertising"
"5858793000000520134","Print Marketing And Signage","6000.03","Flyers, brochures, yard signs, banners, and similar rental-marketing materials.","Expense","Active","USD","Advertising"
"5858793000000520150","Listing Photography And Videography","6000.02","Professional photography, video, floor plans, and media used to market rental units.","Expense","Active","USD","Advertising"
"5858793000000520311","Depreciation Expense","6130","Schedule E Line 18 top-level parent. Do not post directly; use an applicable child account.","Expense","Active","USD",""
"5858793000000520324","Building Depreciation - 9401 Nieman Road","6130.01","Periodic depreciation of the depreciable building basis for 9401 Nieman Road.","Expense","Active","USD","Depreciation Expense"
"5858793000000520332","Appliance, Furniture And Equipment Depreciation","6130.04","Periodic depreciation of capitalized appliances, furniture, and equipment.","Expense","Active","USD","Depreciation Expense"
"5858793000003706570","Building Improvement Depreciation","6130.02","Periodic depreciation of building improvements.","Expense","Active","USD","Depreciation Expense"
"5858793000003730033","Land Improvement Depreciation","6130.03","Periodic depreciation of land improvements.","Expense","Active","USD","Depreciation Expense"
"5858793000000520893","Other Expenses","6990","Schedule E Line 19 top-level parent. Do not post directly; use an applicable child account.","Expense","Active","USD",""
"5858793000000511829","Bad Debt Expense – Accrual Basis Only","6990.13","Amounts previously recognized as income that become uncollectible. Cash-basis uncollected rent generally is not a bad-debt expense.","Expense","Active","USD","Other Expenses"
"5858793000000511918","Education And Training","6990.12","Rental-business education, publications, and relevant professional association dues.","Expense","Active","USD","Other Expenses"
"5858793000000511934","Mortgage And Loan Late Fees","6990.14","Lender late charges and non-interest finance penalties. Excludes mortgage interest and principal.","Expense","Active","USD","Other Expenses"
"5858793000000520035","Software And Subscriptions","6990.04","Zoho and other software, cloud-storage, workflow, and property-management subscriptions used by GH Real Estate.","Expense","Active","USD","Other Expenses"
"5858793000000520449","Licenses, Permits And Registration Fees","6990.03","Rental registrations, occupancy permits, municipal licenses, and ordinary filing fees. Capital-project permits may require capitalization.","Expense","Active","USD","Other Expenses"
"5858793000003706620","Postage And Delivery","6990.09","Postage, certified mail, courier, and document-delivery costs for rental operations.","Expense","Active","USD","Other Expenses"
"5858793000003706624","Tenant Screening And Application Costs","6990.10","Third-party screening or application costs paid by GH Real Estate and not retained directly from an applicant.","Expense","Active","USD","Other Expenses"
"5858793000003706628","Tenant Welcome Kits And Business Gifts","6990.11","Reasonable tenant welcome materials and qualifying business gifts, subject to applicable tax limitations.","Expense","Active","USD","Other Expenses"
"5858793000003706669","HOA Assessments And Charges","6990.01","Schedule E Line 19 subgroup for regular HOA assessments and private-association late charges. Do not post directly. Capital or special assessments that improve the property require capitalization review.","Expense","Active","USD","Other Expenses"
"5858793000001553120","HOA Late Fees And Penalties","6990.01.02","Late charges imposed by the HOA. Keep separate from regular assessments for management review.","Expense","Active","USD","HOA Assessments And Charges"
"5858793000001553128","Regular HOA Assessments","6990.01.01","Regular HOA assessments for the rental property. Capital special assessments require separate review.","Expense","Active","USD","HOA Assessments And Charges"
"5858793000003706705","Bank And Payment Processing Fees","6990.05","Schedule E Line 19 subgroup for ordinary bank, ACH, card, and payment-processor charges. Do not post directly; use an applicable child. Record tenant reimbursements separately as income and reconcile processor clearing gross.","Expense","Active","USD","Other Expenses"
"5858793000000096207","Other Payment Processor Fees","6990.05.03","Fees charged by another active payment processor. Leave unused if GH Real Estate uses only Zoho Payments.","Expense","Active","USD","Bank And Payment Processing Fees"
"5858793000000207007","Zoho Payments And ACH Processing Fees","6990.05.02","Transaction fees charged by Zoho Payments or its ACH provider.","Expense","Active","USD","Bank And Payment Processing Fees"
"5858793000000521213","Bank Fees","6990.05.01","Monthly bank charges, check fees, wire fees, and similar banking costs.","Expense","Active","USD","Bank And Payment Processing Fees"
"5858793000003706717","Business Gifts – Tax Limited","6990.15","Documented business gifts connected to the rental activity. Federal deduction is generally limited to $25 per recipient per year unless an exception applies; track recipient, date, business purpose, and amount.","Expense","Active","USD","Other Expenses"
"5858793000003706721","Miscellaneous Rental Expense","6990.99","Infrequent ordinary rental costs that genuinely do not fit another account. Review quarterly.","Expense","Active","USD","Other Expenses"
"5858793000000522873","Other Income","4400","Top-level parent for genuine non-rental and non-operating income. Do not post directly.","Other Income","Active","USD",""
"5858793000003706117","Bank Interest And Credit Union Dividends","4400.01","Interest or dividend-like earnings credited by GH Real Estate bank and credit-union accounts.","Other Income","Active","USD","Other Income"
"5858793000003706127","Miscellaneous Other Income","4400.09","Infrequent non-rental business income that cannot be accurately classified elsewhere.","Other Income","Active","USD","Other Income"
"5858793000003706840","Insurance, Settlement And Claim Proceeds","4400.02","Insurance or claim receipts pending final tax treatment. Review material proceeds for loss, basis, or gain implications.","Other Income","Active","USD","Other Income"
"5858793000003729035","Tenant Late-Payment Interest – Tax Review","4400.03","Separately tracked stated charge on overdue tenant debt. Recognition requires an enforceable signed-lease term and supported calculation. Tax presentation depends on the legal and economic characterization; Schedule E rental income versus Form 1040/Schedule B interest remains a tax-preparer decision.","Other Income","Active","USD","Other Income"
"5858793000000672135","Vendor Credits / Overpayments","2700","Balances or credits due back to vendors for overpayments or returns.","Other Current Liability","Active","USD",""
"5858793000001126005","Goods In Transit","1910","Zoho inventory-control account for goods in transit. GH Real Estate does not ordinarily use it; leave at zero.","Other Current Asset","Active","USD",""
"5858793000002691147","Third-Party Loans Payable","2320","Current loan obligations owed to third-party lenders, excluding mortgages, owner loans, related-party loans, trade payables, tenant deposits, and tax liabilities.","Other Current Liability","Active","USD",""
"5858793000003701034","Other Current Assets","1300","Parent for short-term non-cash assets. Do not post directly.","Other Current Asset","Active","USD",""
"5858793000000090011","Prepaid Expenses","1300.01","Payments made before the related service or benefit period. Amortize material amounts over the applicable period.","Other Current Asset","Active","USD","Other Current Assets"
"5858793000001571845","Mortgage Escrow - 9401 Nieman Road","1300.03","Funds held by the mortgage servicer for property taxes and insurance. Reduce when the servicer disburses the funds.","Other Current Asset","Active","USD","Other Current Assets"
"5858793000003701042","Vendor Advances And Refunds Receivable","1300.02","Vendor deposits, advances, and confirmed refunds owed to GH Real Estate. Clear through the applicable bill, credit, or refund.","Other Current Asset","Active","USD","Other Current Assets"
"5858793000003706896","Due From Member / Member Receivable","1300.04","Documented, enforceable amount the member must repay promptly to GH Real Estate. Do not net against Due to Member. If repayment is not expected, classify as a member distribution instead of an asset.","Other Current Asset","Active","USD","Other Current Assets"
"5858793000003701056","Fixed Assets","1500","Parent for capitalized property and equipment. Do not post directly.","Fixed Asset","Active","USD",""
"5858793000000757101","Appliances","1500.05","Capitalized appliances exceeding the adopted capitalization threshold. Maintain item-level detail in the fixed-asset register.","Fixed Asset","Active","USD","Fixed Assets"
"5858793000003701060","Land - 9401 Nieman Road","1500.01","Allocated acquisition cost of nondepreciable land, including qualifying capitalized acquisition costs.","Fixed Asset","Active","USD","Fixed Assets"
"5858793000003701064","Building - 9401 Nieman Road","1500.02","Capitalized acquisition cost allocated to the residential building, excluding land and separately identified assets.","Fixed Asset","Active","USD","Fixed Assets"
"5858793000003701068","Building Improvements - 9401 Nieman Road","1500.03","Capitalized betterments, restorations, and adaptations placed in service after acquisition. Excludes ordinary repairs.","Fixed Asset","Active","USD","Fixed Assets"
"5858793000003701074","Land Improvements - 9401 Nieman Road","1500.04","Capitalized depreciable site improvements such as qualifying paving, fencing, drainage, and permanent landscaping installations.","Fixed Asset","Active","USD","Fixed Assets"
"5858793000003701080","Furniture And Equipment","1500.06","Capitalized furniture, office equipment, and property equipment exceeding the adopted capitalization threshold.","Fixed Asset","Active","USD","Fixed Assets"
"5858793000003701084","Construction In Progress","1550","Qualifying capital-project costs incurred before an asset is ready and available for use. Transfer to the appropriate fixed asset when placed in service.","Other Asset","Active","USD",""
"5858793000003701088","Accumulated Depreciation","1590","Parent contra-asset for cumulative depreciation. Do not post directly.","Fixed Asset","Active","USD",""
"5858793000000290629","Accumulated Depreciation - Building","1590.01","Cumulative depreciation recorded against the building. This account normally carries a credit balance.","Fixed Asset","Active","USD","Accumulated Depreciation"
"5858793000000757091","Accumulated Depreciation - Appliances, Furniture And Equipment","1590.03","Cumulative depreciation recorded against appliances, furniture, and equipment. This account normally carries a credit balance.","Fixed Asset","Active","USD","Accumulated Depreciation"
"5858793000003701096","Accumulated Depreciation - Improvements","1590.02","Cumulative depreciation recorded against building and land improvements. This account normally carries a credit balance.","Fixed Asset","Active","USD","Accumulated Depreciation"
"5858793000003729006","Accumulated Depreciation - Land Improvements","1590.04","Cumulative book depreciation recorded against depreciable land improvements. Normal balance is credit. Do not depreciate land; maintain detailed book and tax fixed-asset schedules.","Fixed Asset","Active","USD","Accumulated Depreciation"
"5858793000003701177","Non Current Liabilities","2800","Parent for mortgage and other debt principal. Do not post directly.","Non Current Liability","Active","USD",""
"5858793000001571805","Related-Party Loans Payable","2800.03","Documented loans owed to related parties other than the member.","Non Current Liability","Active","USD","Non Current Liabilities"
"5858793000003701183","Mortgage Payable - 9401 Nieman Road","2800.01","Outstanding mortgage principal secured by 9401 Nieman Road. Reduce only for principal payments or lender-approved adjustments.","Non Current Liability","Active","USD","Non Current Liabilities"
"5858793000003701187","Loan Payable To Member","2800.02","Bona fide member loans supported by repayment terms. Excludes permanent capital contributions.","Non Current Liability","Active","USD","Non Current Liabilities"
"5858793000003701195","Other Loans Payable","2800.04","Principal owed to third-party lenders other than the property mortgage, credit card, or trade payables.","Non Current Liability","Active","USD","Non Current Liabilities"
"5858793000003706266","Commissions","6030","Schedule E Line 8 top-level parent. Do not post directly; use an applicable child account.","Expense","Active","USD",""
"5858793000003706270","Leasing Commissions","6030.01","Commissions paid to third parties for procuring or renewing tenants.","Expense","Active","USD","Commissions"
